,PRICE,BRAND,YEAR,COLOR,STATE
0,16600,MERCEDES-BENZ,2016,WHITE,NEW YORK
1,16600,MERCEDES-BENZ,2016,WHITE,NEW YORK
2,40000,MERCEDES-BENZ,2019,WHITE,CALIFORNIA
3,10740,MERCEDES-BENZ,2018,WHITE,CALIFORNIA
4,24900,MERCEDES-BENZ,2018,WHITE,CALIFORNIA
5,29400,MERCEDES-BENZ,2017,BLUE,FLORIDA
6,28000,MERCEDES-BENZ,2018,WHITE,CALIFORNIA
7,84900,MERCEDES-BENZ,2017,SILVER,FLORIDA
8,17900,MERCEDES-BENZ,2015,GRAY,FLORIDA
9,18000,MERCEDES-BENZ,2015,BLACK,FLORIDA
